"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","3","2","7","38","0","7","2","4","0","0","0","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","0","1","9","17","23","1","17","2","2","0","0","7","0","1","0","0","0","0","1","0","0","0","9","6","0","1","1","0"
"新宿区","0","4","1","26","42","3","9","0","6","0","8","1","3","0","0","0","0","0","2","0","1","0","12","8","2","2","2","0"
"文京","0","0","2","24","14","3","7","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","1","1","14","10","55","3","4","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","4","4","7","24","1","7","1","4","0","8","0","0","0","0","2","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","0","5","3","37","114","3","4","2","6","0","0","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","1","3","6","17","52","5","19","1","7","0","0","3","2","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","4","4","10","34","7","15","3","3","0","0","0","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","0","7","24","74","141","4","21","3","8","0","5","5","2","0","0","2","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","2","5","18","111","116","8","37","3","3","0","14","3","1","0","0","1","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","0","1","1","1","14","2","5","1","2","0","3","0","1","0","0","3","0","0","0","0","1","0","7","4","1","1","1","0"
"中野区","1","0","24","26","24","7","5","0","14","0","1","2","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","2","1","12","28","55","5","10","3","8","0","1","0","0","0","0","1","0","0","0","0","1","0","17","11","1","2","2","0"
"池袋","1","2","0","1","11","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","0","0","2","15","64","0","53","0","6","0","5","0","1","0","0","1","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","2","4","17","25","6","0","4","0","3","0","3","0","0","0","0","2","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","0","0","6","10","31","1","11","0","3","0","0","2","1","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","3","0","9","78","83","12","17","1","9","3","3","5","1","0","0","2","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","0","4","24","30","65","6","14","0","15","0","5","0","0","0","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","0","0","4","18","86","3","12","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","8","0","16","40","104","7","18","1","6","0","4","4","0","0","0","1","0","0","0","0","0","0","17","12","2","0","0","0"
"八王子市","2","6","10","52","126","7","9","1","12","0","3","5","1","0","0","1","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","1","0","6","50","116","4","7","0","3","0","3","10","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","0","5","16","30","3","3","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","0","1","12","27","89","0","2","0","3","0","1","2","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","2","0","3","57","70","5","6","3","4","0","2","3","0","0","0","1","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","1","4","21","55","125","7","7","4","15","0","4","5","4","0","0","1","0","0","0","1","1","0","32","21","3","3","3","0"
"多摩小平","0","2","27","89","165","10","31","2","14","1","4","1","1","0","0","4","0","0","1","0","1","0","23","15","2","2","2","0"
"島しょ","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","27","62","289","958","1920","118","362","33","174","4","83","63","20","1","0","23","0","0","4","1","5","0","414","263","39","25","25","0"
