"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","6","4","8","32","1","12","2","5","0","53","13","2","0","0","1","0","0","8","2","0","0","","","","","",""
"区南部","0","6","6","22","73","4","7","3","7","1","75","11","1","2","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","0","3","6","41","67","2","6","2","8","0","46","18","0","0","0","0","1","1","1","0","0","0","","","","","",""
"区西部","0","3","3","14","41","2","1","3","3","0","69","1","2","0","0","1","0","0","1","0","0","0","","","","","",""
"区西北部","0","3","4","29","43","6","11","2","12","1","96","9","1","1","0","8","0","0","1","0","0","0","","","","","",""
"区東北部","1","1","5","13","46","7","17","3","7","0","80","9","2","0","0","3","0","0","2","0","0","0","","","","","",""
"区東部","0","3","7","24","80","1","6","2","8","0","67","5","1","1","0","5","1","0","1","0","0","0","","","","","",""
"西多摩","0","0","3","1","8","1","2","0","1","1","12","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","3","9","14","87","9","14","1","4","1","140","18","3","0","0","1","0","0","1","0","0","0","","","","","",""
"北多摩西部","0","1","1","11","18","6","10","1","4","0","37","7","0","0","0","1","0","0","1","0","0","0","","","","","",""
"北多摩南部","2","3","5","15","21","2","15","3","8","1","48","10","1","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","0","1","8","24","31","2","6","2","5","0","47","6","1","0","0","1","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5","33","61","216","547","43","107","24","72","5","770","112","14","4","0","22","2","1","18","2","0","0","","","","","",""
