"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","30","34","17","22","0","1","10","4","0","",""
"区南部","6","1","0","3","0","0","3","0","0","",""
"区西南部","1","2","0","0","0","0","0","0","0","",""
"区西部","36","15","18","28","0","4","22","1","0","",""
"区西北部","18","3","10","9","0","1","2","2","0","",""
"区東北部","2","0","0","3","0","0","7","9","0","",""
"区東部","16","4","4","11","0","0","2","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","1","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","26","16","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","109","59","49","76","0","6","72","33","1","",""
