"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","17","1","0"
"1〜4歳","0","0","0","0","0","0","6","3","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","6","0","0"
"15〜19歳","8","1","0","3","1","0","5","0","0"
"20〜24歳","41","8","9","20","1","1","0","0","0"
"25〜29歳","51","12","21","20","2","2","1","0","0"
"30〜34歳","42","16","9","14","2","1","0","0","0"
"35〜39歳","18","10","11","17","1","1","0","0","0"
"40〜44歳","18","15","9","11","4","4","3","1","0"
"45〜49歳","18","13","9","9","1","1","1","1","0"
"50〜54歳","6","7","4","2","1","0","1","0","0"
"55〜59歳","4","5","2","2","1","0","1","0","0"
"60〜64歳","1","5","0","1","0","0","3","0","0"
"65〜69歳","2","3","4","0","0","0","1","1","0"
"70歳以上","0","4","4","0","0","1","29","7","1"
"合計","209","99","82","99","14","11","75","15","1"
