"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","1","0","5","1","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","1","0","1","0","29","4","0","0","12","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"1歳","3","0","8","1","56","18","1","1","19","0","0","5","0","2","1","1","0","0","0","0","0","0","0"
"2歳","1","0","8","7","38","25","1","3","1","0","0","2","0","5","1","0","0","0","0","0","0","0","0"
"3歳","1","0","5","15","50","23","0","3","0","0","0","1","0","8","0","0","0","0","0","0","0","0","0"
"4歳","8","0","9","24","46","24","0","4","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0"
"5歳","1","0","6","21","42","18","0","8","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"6歳","3","0","3","18","35","3","0","2","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0"
"7歳","7","0","4","25","45","4","0","10","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"8歳","9","0","3","21","17","3","0","2","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0"
"9歳","3","0","0","10","26","1","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"10〜14歳","11","0","4","20","35","1","0","5","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","1","7","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","1","0","8","34","0","0","1","1","0","0","0","0","2","0","0","0","2","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","52","1","52","171","465","125","2","44","35","1","0","11","0","52","5","2","0","6","0","1","0","0","0"
