"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","45","43","6","1","15","94","4","1","17","2","1","1","0","0","0","3","0","0","0","0","0","1","6","","","","","",""
"区南部","53","56","8","2","23","82","3","2","10","3","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","63","79","7","0","18","106","5","0","16","1","0","0","0","1","0","2","0","0","1","0","0","2","5","","","","","",""
"区西部","46","57","4","3","23","65","3","1","23","3","0","2","2","2","0","1","0","0","1","0","1","2","3","","","","","",""
"区西北部","127","112","7","5","57","129","5","0","35","4","1","1","2","0","0","3","0","0","1","0","0","1","1","","","","","",""
"区東北部","91","99","22","2","23","104","7","1","26","7","0","0","0","1","1","1","0","0","1","0","0","1","1","","","","","",""
"区東部","64","85","6","3","31","106","1","1","25","2","0","0","1","0","0","2","0","0","0","0","0","2","2","","","","","",""
"西多摩","25","28","0","0","3","15","1","2","2","1","0","0","0","0","0","0","0","0","1","0","0","1","3","","","","","",""
"南多摩","95","93","6","2","29","108","3","1","13","1","0","0","0","0","0","1","0","0","0","0","0","1","5","","","","","",""
"北多摩西部","53","38","6","0","23","39","1","0","17","1","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"北多摩南部","76","75","4","3","33","97","2","0","17","2","0","1","1","0","0","0","0","0","0","0","0","2","4","","","","","",""
"北多摩北部","43","61","1","3","20","110","1","0","19","1","0","1","0","0","0","0","1","0","0","0","0","2","4","","","","","",""
"島しょ","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","781","828","77","24","299","1055","37","9","220","28","2","7","6","5","1","13","1","0","6","0","1","15","35","","","","","",""
