"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","11","12","698","2","1","18","69","8","2","2","2","0","0","1","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"区南部","2","7","441","2","3","18","51","7","4","4","5","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","10","3","652","1","1","27","46","8","1","3","2","1","0","0","0","0","1","0","0","0","0","1","0","2","","","","","","",""
"区西部","8","12","799","1","1","37","60","14","2","3","3","0","1","0","0","1","1","0","0","0","0","0","0","2","","","","","","",""
"区西北部","11","13","1092","2","2","43","73","12","2","5","3","1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"区東北部","6","7","887","2","6","18","64","6","4","13","3","0","0","1","1","0","1","0","0","0","0","0","0","3","","","","","","",""
"区東部","10","13","836","1","5","35","66","7","0","6","4","1","0","2","2","0","2","0","0","0","0","1","0","0","","","","","","",""
"西多摩","1","3","141","0","0","1","7","1","0","12","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","4","8","1696","3","3","55","134","13","3","15","5","1","4","0","2","1","1","0","0","0","0","0","1","2","","","","","","",""
"北多摩西部","4","6","283","0","0","13","23","1","0","2","1","0","2","0","1","0","0","0","0","0","0","0","0","1","","","","","","",""
"北多摩南部","3","15","755","1","3","25","58","8","0","5","1","0","1","1","0","0","1","0","0","1","0","0","1","1","","","","","","",""
"北多摩北部","9","5","504","3","2","32","41","3","0","6","3","1","1","0","0","0","1","0","0","0","0","1","0","4","","","","","","",""
"島しょ","0","0","13","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","79","104","8797","18","27","322","694","88","18","76","33","5","12","6","7","2","10","0","0","1","0","3","2","16","","","","","","",""
