"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","6","0","1","16","3","7","2","3","2","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","3","7","8","103","15","87","5","85","1","82","1","13","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","10","41","11","136","35","340","15","82","0","172","6","23","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","0","29","25","120","47","259","15","8","0","166","10","12","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"3歳","3","2","35","61","126","58","216","23","3","0","161","24","4","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","0","0","29","74","122","59","182","35","1","0","127","28","9","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","3","25","69","66","29","103","41","1","0","67","23","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","4","0","12","56","56","20","51","29","0","1","48","14","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","1","0","4","42","42","14","24","20","0","0","18","14","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","1","0","7","31","48","5","15","13","0","0","7","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","13","38","1","15","8","0","0","12","5","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","6","24","94","4","9","13","0","1","8","7","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","1","26","1","0","1","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","4","23","92","2","17","12","0","1","8","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","15","24","200","439","1085","293","1325","232","183","6","885","145","72","9","0","12","0","0","15","0","0","0","0","0","0","0","0","0"
