"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","30","2","0"
"1〜4歳","0","0","0","0","0","0","5","5","0"
"5〜9歳","0","0","0","0","0","0","2","2","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","9","2","1","3","0","0","0","0","0"
"20〜24歳","36","12","10","14","2","0","2","0","0"
"25〜29歳","58","11","26","13","2","0","1","0","0"
"30〜34歳","46","19","25","12","0","0","0","0","1"
"35〜39歳","35","15","20","8","0","0","2","0","0"
"40〜44歳","17","15","9","9","1","0","2","0","0"
"45〜49歳","19","13","4","11","2","0","2","0","0"
"50〜54歳","9","7","14","3","0","0","2","0","0"
"55〜59歳","6","1","2","2","1","0","1","1","0"
"60〜64歳","2","5","1","1","1","0","1","0","0"
"65〜69歳","2","6","0","0","0","0","3","1","0"
"70歳以上","0","0","1","1","1","0","38","1","1"
"合計","239","106","113","77","10","0","92","12","2"
