"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","15","9","1"
"1〜4歳","0","0","0","0","0","0","5","33","0"
"5〜9歳","0","0","0","0","0","0","4","5","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","19","2","2","7","2","0","0","0","0"
"20〜24歳","61","14","12","26","12","0","2","0","2"
"25〜29歳","59","13","10","28","3","0","4","1","0"
"30〜34歳","42","15","8","24","4","1","1","2","0"
"35〜39歳","29","7","14","20","5","1","1","2","0"
"40〜44歳","5","9","2","3","2","0","2","0","0"
"45〜49歳","5","3","3","3","0","0","4","0","0"
"50〜54歳","2","6","1","0","0","0","5","0","0"
"55〜59歳","2","3","1","1","0","0","8","3","1"
"60〜64歳","2","1","0","0","0","1","12","4","1"
"65〜69歳","1","0","0","1","0","0","13","5","0"
"70歳以上","1","1","0","0","0","1","68","13","1"
"合計","228","74","53","113","28","4","145","78","6"
