"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","1","0","11","11","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","0","0","3","0","48","19","4","4","48","0","0","3","5","0","1","0","0","0","0","0","0","0","0"
"1歳","2","0","18","7","115","47","3","7","46","0","1","5","2","1","6","0","0","0","1","0","0","0","0"
"2歳","2","0","8","20","105","43","2","6","5","0","0","6","0","3","0","3","0","1","0","0","0","0","0"
"3歳","3","0","17","44","101","42","4","17","1","0","0","2","1","5","1","0","0","0","1","0","1","0","0"
"4歳","3","0","14","68","92","43","2","12","1","0","1","7","1","4","0","0","1","1","0","0","0","0","0"
"5歳","2","0","9","54","65","16","1","16","0","0","0","3","1","9","0","0","0","0","0","0","1","0","0"
"6歳","6","0","7","64","78","17","1","8","0","0","0","0","0","6","0","0","0","0","0","0","1","0","0"
"7歳","0","0","4","35","32","15","1","9","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0"
"8歳","5","0","6","29","35","6","0","12","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0"
"9歳","2","0","5","24","43","5","0","10","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","5","33","65","14","2","7","0","0","1","2","6","4","2","0","0","0","0","0","1","0","0"
"15〜19歳","1","0","1","2","12","2","0","0","0","0","0","1","3","0","1","0","0","1","0","0","0","0","5"
"20〜29歳","2","3","1","35","128","3","1","1","0","1","2","11","5","1","1","0","0","4","2","0","0","0","14"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","0","3"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","3"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","37","3","99","415","930","283","21","109","103","1","5","43","28","37","13","3","2","24","4","1","6","0","26"
