"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","28","0","0","10","1","2","0","1","0","6","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","83","5","2","62","3","12","3","63","0","19","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","142","16","5","118","21","43","2","70","0","29","3","12","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0"
"2歳","4","49","20","15","86","13","19","2","11","0","31","8","6","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"3歳","2","11","12","12","76","12","22","3","6","0","19","7","7","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"4歳","1","15","25","31","64","20","17","1","1","0","16","10","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","2","2","25","45","68","14","14","2","0","0","10","7","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","1","0","16","30","44","11","3","1","0","0","9","6","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"7歳","1","1","6","26","37","2","1","1","0","0","6","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","1","0","9","14","36","2","2","1","1","0","1","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","1","0","3","13","24","1","3","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","1","7","20","78","4","1","0","0","0","4","10","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"15〜19歳","3","0","0","4","15","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","1","4","15","78","0","1","0","0","4","0","1","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"30〜39歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","27","333","148","232","796","104","140","16","153","4","155","65","45","2","1","13","0","1","23","0","0","0","0","0","0","0","0","0"
