"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","5","5","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","5","8","16","7","3","67","0","3","1","12","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","8","18","28","28","7","157","1","14","3","24","21","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","11","5","18","16","13","84","1","10","0","10","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","16","8","17","8","27","111","0","3","0","2","15","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","25","4","7","6","36","128","1","3","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","23","5","3","5","37","112","2","2","0","1","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"6歳","46","4","0","3","45","82","0","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","47","12","0","0","17","75","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","35","8","0","0","11","52","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","30","10","0","0","17","39","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","100","61","0","1","21","74","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","44","75","0","0","4","13","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","14","99","0","2","4","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","12","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","10","72","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","8","114","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","51","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","438","679","94","77","242","1042","15","39","5","51","67","5","6","0","0","7","0","0","1","0","0","2","0","0","0","0","0","2","0"
