"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","","","","","",""
"中央区","0","1","0","3","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","12","3","2","8","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","0","7","2","8","12","1","3","0","1","0","0","0","1","0","0","0","0","0","2","0","0","","","","","",""
"文京","0","2","0","1","2","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","1","0","0","7","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","5","0","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","","","","","",""
"江東区","0","8","5","6","30","1","6","0","4","0","2","0","0","0","0","1","0","0","0","0","0","","","","","",""
"品川区","0","4","1","6","15","0","2","0","5","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","4","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","9","5","6","39","2","6","1","5","0","2","1","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","2","14","1","13","33","7","4","2","6","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","1","1","1","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","2","0","2","9","3","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"杉並","2","3","0","3","20","0","2","0","5","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","2","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","2","0","1","12","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","6","7","4","13","3","2","0","3","0","1","0","3","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","1","1","2","0","1","3","0","0","0","1","0","0","0","0","0","1","0","1","","","","","",""
"練馬区","0","5","1","10","15","1","1","0","2","0","1","3","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","7","1","3","41","3","4","0","3","0","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","0","3","0","7","18","0","4","0","2","0","2","0","1","0","0","0","0","0","9","0","0","","","","","",""
"江戸川","0","1","6","10","33","1","1","0","2","0","2","0","0","0","0","1","0","0","0","0","0","","","","","",""
"八王子市","0","8","1","8","40","2","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","4","1","0","16","39","1","2","0","4","0","2","0","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","0","0","15","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","4","0","12","12","2","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","9","0","16","15","4","2","0","4","0","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","6","0","14","23","6","2","2","11","0","0","1","1","0","0","0","0","0","3","0","0","","","","","",""
"多摩小平","1","13","3","12","23","3","3","0","7","0","2","0","2","0","0","1","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","9","135","37","167","494","55","48","9","82","1","21","22","18","0","0","5","0","1","18","1","1","","","","","",""
