"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","1","1","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","3","0","0","3","0","0","0","0","0"
"20〜24歳","24","3","4","13","0","0","0","0","0"
"25〜29歳","23","5","11","9","0","0","0","0","0"
"30〜34歳","18","2","7","15","0","0","0","0","0"
"35〜39歳","15","6","4","8","0","0","1","0","0"
"40〜44歳","11","3","6","9","0","0","0","0","0"
"45〜49歳","5","4","2","2","0","0","1","0","0"
"50〜54歳","3","2","2","3","0","0","1","0","0"
"55〜59歳","3","2","3","0","0","0","3","0","0"
"60〜64歳","0","2","2","1","0","0","5","0","0"
"65〜69歳","1","0","0","0","0","0","0","0","0"
"70歳以上","1","0","0","0","0","0","22","1","0"
"合計","107","29","41","63","0","0","40","2","0"
