"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","4","0"
"1〜4歳","0","0","0","0","0","0","6","11","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","1","0","0","0","0","0","0","0"
"15〜19歳","15","2","2","2","6","0","2","0","0"
"20〜24歳","38","14","3","7","8","0","1","0","0"
"25〜29歳","32","11","6","10","8","1","2","0","0"
"30〜34歳","15","8","5","9","2","0","0","0","0"
"35〜39歳","5","2","0","3","4","0","2","2","0"
"40〜44歳","4","4","0","1","6","0","0","0","0"
"45〜49歳","0","0","0","0","4","0","5","0","0"
"50〜54歳","0","1","0","0","2","0","3","0","0"
"55〜59歳","0","0","0","0","0","0","3","1","0"
"60〜64歳","0","2","0","0","0","0","5","1","0"
"65〜69歳","0","0","0","0","0","0","4","1","0"
"70歳以上","0","0","0","0","1","0","31","2","2"
"合計","109","45","16","32","41","1","71","22","2"
