"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","25","152","2","9","2","17","1","6","1","2","8","2","0","1","0","0","0","0","2","0","0","1","","","","","",""
"区南部","19","158","5","1","6","22","1","7","0","1","5","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","35","219","17","17","5","23","5","6","0","1","12","1","0","2","0","3","0","0","0","0","0","0","","","","","",""
"区西部","13","253","1","3","16","36","3","1","1","4","4","0","0","1","0","2","0","0","0","0","0","0","","","","","",""
"区西北部","15","285","4","7","13","13","1","8","1","4","11","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","11","212","6","2","3","31","2","5","1","7","8","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","31","339","3","26","7","27","0","1","0","0","3","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","7","57","0","1","1","4","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","17","300","9","10","15","63","1","5","0","3","7","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","88","1","0","7","9","2","4","0","1","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","7","188","3","2","5","19","1","6","2","2","5","1","1","0","0","2","1","0","0","0","0","1","","","","","",""
"北多摩北部","4","161","2","2","15","19","0","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","37","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","186","2449","53","80","95","283","17","52","6","27","71","5","6","4","0","9","1","0","2","0","0","3","","","","","",""
