"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","13","32","5","4","4","27","1","2","0","3","8","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"区南部","9","29","2","5","19","73","1","1","1","5","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","23","62","4","3","5","71","2","2","0","2","3","3","1","0","1","3","0","0","0","0","0","1","","","","","",""
"区西部","24","47","7","1","11","63","2","3","0","1","1","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","23","121","4","13","15","77","4","1","0","7","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","17","37","6","9","10","83","2","6","0","7","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","14","48","10","6","11","60","1","3","3","5","6","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","2","14","0","3","2","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","43","1","4","11","106","1","4","2","10","3","1","3","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","10","19","1","1","10","25","0","1","0","3","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","21","41","3","6","4","39","2","0","0","7","4","1","1","1","0","1","0","0","0","0","0","1","","","","","",""
"北多摩北部","17","24","5","6","15","54","7","4","0","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","180","518","48","61","117","686","23","30","6","55","32","7","11","2","2","6","0","0","1","0","0","2","","","","","",""
