"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","9","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","27","1","3","2","24","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","0","0","1","93","17","3","2","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","0","2","2","61","14","9","2","0","0","0","1","0","5","0","0","0","1","0","0","0","0","0","0"
"3歳","2","0","0","4","69","16","5","3","0","0","0","1","0","12","0","1","0","1","0","0","0","0","0","0"
"4歳","1","0","0","3","62","18","3","4","0","0","0","1","0","17","0","0","0","0","0","0","0","0","0","0"
"5歳","1","0","1","7","59","14","2","2","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0"
"6歳","1","0","1","5","48","10","1","7","0","0","0","0","0","16","1","0","0","0","0","0","0","0","0","0"
"7歳","1","0","0","4","33","4","1","4","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","2","24","1","0","5","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","1","17","2","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","0","5","60","1","0","3","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","0","12","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","3","0","0","2","54","3","1","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","18","0","4","36","628","103","28","34","29","2","0","4","2","103","2","2","0","12","0","0","0","0","0","0"
