"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","26","8","6","26","0","1","5","1","0","",""
"区南部","3","1","0","3","0","0","4","0","0","",""
"区西南部","9","2","0","4","0","2","7","0","1","",""
"区西部","40","20","23","14","0","2","47","3","0","",""
"区西北部","19","5","7","6","0","1","4","2","0","",""
"区東北部","5","1","2","1","0","0","2","1","0","",""
"区東部","18","6","4","10","0","5","2","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","1","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","2","0","0","0","0","0","14","4","1","",""
"北多摩北部","0","0","0","0","0","0","8","3","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","122","43","42","64","0","11","93","16","3","",""
