"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","2","0"
"1〜4歳","0","0","0","0","0","0","3","6","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","1","0"
"15〜19歳","5","2","2","3","0","0","2","0","0"
"20〜24歳","33","5","5","20","0","0","0","0","0"
"25〜29歳","36","6","6","27","0","1","0","0","0"
"30〜34歳","29","8","3","19","0","2","3","0","0"
"35〜39歳","13","6","5","17","0","0","1","2","0"
"40〜44歳","8","3","0","6","0","0","0","0","0"
"45〜49歳","3","1","0","5","0","0","1","0","0"
"50〜54歳","7","2","1","4","0","0","3","0","0"
"55〜59歳","2","0","0","2","0","0","5","0","0"
"60〜64歳","1","2","0","0","0","0","6","1","0"
"65〜69歳","2","0","0","0","0","0","14","1","1"
"70歳以上","2","0","0","0","0","0","34","5","2"
"合計","141","35","22","103","0","3","75","18","3"
