"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","30","2","6","24","68","6","1","0","6","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"区南部","18","3","3","22","113","7","0","3","5","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","32","1","1","26","107","4","0","0","5","1","1","0","3","0","0","0","0","0","0","0","2","","","","","",""
"区西部","38","3","0","18","121","1","0","0","4","0","0","1","0","0","0","1","0","0","0","0","1","","","","","",""
"区西北部","52","0","1","38","133","12","2","0","10","0","0","3","0","0","0","4","0","0","0","0","1","","","","","",""
"区東北部","30","0","1","25","158","12","1","2","6","0","1","2","1","0","0","1","0","0","4","1","0","","","","","",""
"区東部","76","5","9","39","175","14","4","2","11","0","0","1","2","0","0","0","0","2","0","0","0","","","","","",""
"西多摩","14","0","1","8","28","4","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","51","6","4","81","263","27","3","1","9","0","1","3","2","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","19","0","1","12","68","7","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","28","4","1","35","138","8","1","1","11","0","0","4","0","0","0","0","0","1","1","0","0","","","","","",""
"北多摩北部","46","2","7","23","91","9","0","0","3","0","0","2","0","0","0","1","0","0","0","0","1","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","434","26","35","351","1463","111","12","10","72","1","3","23","10","1","0","7","0","3","5","1","5","","","","","",""
