"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","7","0","1","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","9","1","1","1","11","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","19","5","0","13","8","1","0","0","3","11","0","0","0","0","0","0","0","0","1","0","0","9","6","0","1","1","0"
"新宿区","14","5","2","2","25","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","11","7","1","2","2","0"
"文京","13","0","2","0","6","2","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","4","3","1","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","28","2","0","3","7","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","8","5","1","1","1","0"
"江東区","15","5","0","5","46","1","2","0","4","6","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","6","3","0","3","30","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","16","2","1","6","31","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","68","10","9","10","97","0","3","1","4","1","0","2","1","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","53","3","1","18","118","0","1","1","1","0","0","1","0","0","2","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","6","1","0","0","11","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","11","1","0","9","47","0","1","0","4","0","1","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","15","0","0","3","54","0","3","0","5","0","0","2","0","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","30","1","1","6","5","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","8","5","1","1","1","0"
"北区","12","0","3","7","47","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","18","8","6","3","36","0","1","0","4","3","0","1","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","21","0","1","3","37","0","1","0","6","2","0","0","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","56","0","2","8","74","2","7","0","9","2","4","3","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","24","3","7","4","50","0","0","0","4","1","0","0","0","0","1","0","0","0","0","0","0","18","12","2","0","0","0"
"葛飾区","60","7","0","3","52","0","6","0","5","1","0","1","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","9","38","4","13","64","6","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","38","2","2","6","116","1","5","0","4","2","1","3","0","0","0","0","0","0","0","0","2","18","11","2","1","1","0"
"町田市","6","0","0","11","62","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","5","0","0","1","27","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","13","2","2","2","24","1","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","70","1","0","15","39","0","2","1","3","7","0","0","1","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","38","0","5","14","80","1","0","1","10","5","1","1","0","0","1","0","0","0","0","0","1","30","19","3","3","3","0"
"多摩小平","62","7","5","20","98","5","14","0","9","2","1","0","0","0","0","0","0","0","0","0","1","22","14","2","2","2","0"
"島しょ","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","756","110","56","190","1354","23","52","4","100","48","12","14","2","0","8","0","0","0","4","0","6","412","259","38","25","25","0"
