"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","6","0","0","9","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","10","5","3","72","6","11","3","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","13","15","14","223","1","46","22","40","4","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","2","5","7","19","170","1","23","18","13","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","5","0","9","38","151","7","26","23","4","0","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","13","2","8","50","136","10","16","51","2","0","2","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"5歳","10","1","5","68","134","13","11","59","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","8","0","3","64","103","15","12","31","0","1","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","22","0","1","63","86","15","4","23","1","0","1","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0"
"8歳","22","0","2","41","75","16","2","23","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","12","0","1","32","55","9","4","9","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","37","0","2","42","115","9","3","21","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","11","0","0","3","30","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","12","0","0","11","86","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50〜59歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","3","0"
"合計","201","37","58","448","1445","103","160","284","71","9","15","12","2","0","12","0","0","9","2","0","8","0","0","0","0","0","8","0"
