"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","0","0"
"1〜4歳","0","0","0","0","0","0","5","0","0"
"5〜9歳","0","0","0","0","0","0","6","1","0"
"10〜14歳","2","0","0","0","0","0","0","2","0"
"15〜19歳","7","1","1","2","0","0","1","0","0"
"20〜24歳","42","4","8","15","0","0","0","0","0"
"25〜29歳","45","10","11","18","0","0","1","0","0"
"30〜34歳","30","13","20","12","1","0","4","0","0"
"35〜39歳","19","14","16","12","1","0","1","0","0"
"40〜44歳","14","12","9","9","0","0","7","0","0"
"45〜49歳","13","12","5","7","0","0","3","0","0"
"50〜54歳","5","8","8","5","0","0","4","0","0"
"55〜59歳","6","4","6","4","0","0","3","0","0"
"60〜64歳","0","4","2","1","0","0","4","0","0"
"65〜69歳","2","3","1","0","0","0","4","0","0"
"70歳以上","0","6","1","0","0","0","27","4","1"
"合計","185","91","88","85","2","0","76","7","1"
