"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","309","1","4","7","61","7","0","2","7","0","0","1","0","2","0","1","0","0","0","0","","","","","",""
"区南部","387","1","3","13","67","12","1","8","5","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","372","1","1","6","50","4","1","2","2","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","420","0","0","15","66","4","1","0","2","0","0","3","0","0","0","1","0","0","0","0","","","","","",""
"区西北部","446","0","1","6","55","6","1","2","3","0","0","1","1","0","0","0","0","0","1","0","","","","","",""
"区東北部","399","0","1","4","28","9","2","0","2","0","1","2","0","0","0","2","0","0","1","2","","","","","",""
"区東部","447","2","2","42","66","9","1","3","3","0","1","3","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","193","0","0","3","22","2","2","0","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","651","1","1","38","74","21","0","2","7","0","1","4","2","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","181","1","0","2","16","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","374","0","0","2","18","2","0","0","2","0","0","1","0","0","0","0","0","1","1","0","","","","","",""
"北多摩北部","371","1","0","14","36","6","0","1","2","0","0","6","2","0","0","1","0","0","0","0","","","","","",""
"島しょ","20","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4570","11","13","152","559","84","10","20","37","0","5","23","5","3","0","7","0","1","3","2","","","","","",""
