"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","33","0","4","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","22","24","0","1","1","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","33","50","2","5","4","7","0","3","0","2","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"新宿区","25","97","2","7","3","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"文京","34","42","0","6","5","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","28","33","0","0","3","9","0","7","0","2","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","26","116","0","3","3","6","0","4","0","1","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","59","95","3","10","10","20","1","9","0","0","4","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","24","55","0","5","7","9","1","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","13","56","1","2","5","9","0","6","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","59","125","5","12","10","37","1","10","0","2","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"世田谷","86","193","4","34","22","34","0","6","0","0","16","2","1","0","0","5","0","0","0","0","0","0","","","","","",""
"渋谷区","16","32","0","3","1","7","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"中野区","63","92","0","3","6","16","0","6","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","74","106","0","3","6","13","1","2","0","2","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","37","69","0","0","2","5","2","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","29","101","0","1","4","10","0","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","44","70","0","2","6","12","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","53","88","4","5","6","16","0","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","66","158","1","3","9","23","1","12","0","2","6","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","31","167","1","4","2","21","0","1","0","3","4","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","31","87","0","9","3","16","0","5","0","1","3","1","0","0","0","1","0","0","0","0","0","1","","","","","",""
"江戸川","50","168","0","11","24","28","1","18","0","1","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","97","206","0","6","13","44","0","8","0","3","7","1","1","0","0","5","0","0","0","0","0","0","","","","","",""
"町田市","18","92","0","6","6","26","0","5","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","15","95","0","1","4","6","0","11","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","29","85","0","8","6","9","4","2","0","1","4","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩立川","53","151","0","1","8","24","0","15","0","1","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","113","358","4","6","39","42","0","15","0","4","5","1","4","1","0","0","0","0","0","0","0","2","","","","","",""
"多摩小平","128","217","5","12","23","68","0","10","0","9","7","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"島しょ","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1360","3284","32","173","241","536","13","182","2","39","84","8","10","4","0","20","0","0","0","0","0","8","","","","","",""
