"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","2","61","3","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","0","2","82","0","0","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","1","6","201","1","0","5","12","3","5","1","0","7","1","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"新宿区","4","8","153","0","1","2","10","4","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"文京","0","6","292","0","0","10","10","12","7","2","1","0","0","3","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"台東","0","8","200","0","2","1","29","4","6","1","1","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","1","5","62","0","1","3","4","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江東区","1","8","375","0","4","4","31","4","4","1","2","4","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"品川区","2","3","205","0","1","6","18","0","2","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","1","2","176","1","0","10","8","1","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","3","9","317","1","8","28","39","2","7","8","2","3","1","1","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"世田谷","3","17","559","1","0","21","38","7","2","2","1","9","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"渋谷区","0","7","128","0","0","3","5","1","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中野区","0","6","466","0","0","20","22","1","1","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","1","7","326","0","8","4","21","7","0","2","3","0","0","0","0","0","1","0","0","1","0","0","0","0","","","","","","",""
"池袋","1","2","257","0","1","8","12","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","2","5","267","0","2","19","17","9","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","1","5","229","0","1","3","18","2","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","1","8","324","0","1","5","17","3","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"練馬区","1","15","499","0","2","24","36","10","0","2","3","1","2","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","2","21","599","3","8","13","22","0","0","12","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","4","9","342","0","1","7","19","1","3","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"江戸川","0","25","550","0","6","24","31","10","1","6","3","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","0","14","929","1","2","14","53","3","3","7","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"町田市","1","8","843","0","0","39","55","9","3","2","2","16","2","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","8","110","0","0","6","13","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","0","8","330","1","0","13","18","3","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","1","12","379","0","0","33","16","9","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"多摩府中","2","25","903","1","10","47","40","5","8","2","4","4","2","2","0","0","0","0","1","1","0","0","0","2","","","","","","",""
"多摩小平","9","17","711","0","3","28","69","4","2","11","5","7","0","1","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"島しょ","0","0","17","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","42","278","10892","13","62","401","698","116","60","76","43","71","15","14","1","0","7","0","1","4","0","0","0","6","","","","","","",""
