"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","2","3","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中央区","0","0","0","0","20","3","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","1","1","1","11","18","1","3","4","5","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","1","3","2","10","23","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","0","0","4","18","1","5","2","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","0","0","3","4","45","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","2","0","1","7","1","5","6","2","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","0","3","2","7","49","5","5","8","5","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","7","0","2","7","25","1","2","8","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","2","1","4","19","1","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","6","0","4","13","76","2","9","6","1","1","0","1","0","0","3","0","0","0","0","0","0","","","","","",""
"世田谷","11","1","2","13","53","2","4","11","3","2","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","1","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","18","1","2","14","36","2","8","5","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","1","2","0","3","24","0","8","4","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","1","0","0","5","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","7","0","0","9","19","1","4","9","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","3","0","10","15","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","4","18","3","3","10","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","2","0","1","25","41","5","3","5","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","0","3","16","65","1","6","7","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","11","0","0","9","32","1","6","3","3","1","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江戸川","1","0","6","18","52","2","4","8","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","6","9","20","48","3","4","28","3","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","0","0","9","45","8","8","6","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","2","1","10","6","1","3","10","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","0","0","9","18","2","7","6","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","14","1","0","28","19","1","7","6","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","2","2","2","30","70","5","6","25","3","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","3","4","2","55","51","2","7","28","7","1","1","1","0","0","0","0","0","0","0","1","0","","","","","",""
"島しょ","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","101","34","43","346","933","56","134","223","58","13","4","10","0","0","6","0","0","4","0","1","0","","","","","",""
