"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","11","2","0","0"
"1〜4歳","0","0","0","0","0","0","9","20","0","0"
"5〜9歳","0","0","0","0","0","0","4","4","0","0"
"10〜14歳","1","0","0","0","0","0","6","0","0","0"
"15〜19歳","14","5","4","1","0","0","1","0","0","0"
"20〜24歳","41","6","13","23","0","1","0","0","0","0"
"25〜29歳","36","14","7","22","0","2","0","0","0","0"
"30〜34歳","24","17","12","18","0","5","0","0","0","0"
"35〜39歳","25","7","13","15","0","3","0","0","0","0"
"40〜44歳","15","16","7","12","0","2","1","1","0","0"
"45〜49歳","8","10","5","6","1","1","0","0","0","0"
"50〜54歳","4","9","2","6","1","0","2","0","0","0"
"55〜59歳","6","5","0","3","0","0","1","1","0","0"
"60〜64歳","2","1","2","1","1","0","2","3","0","0"
"65〜69歳","0","0","0","1","0","1","5","1","0","0"
"70歳以上","0","3","1","0","1","0","35","14","0","0"
"合計","176","93","66","108","4","15","77","46","0","0"
