"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","17","3","0","1","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0"
"〜1歳","61","4","1","2","32","0","0","3","8","0","0","0","0","0","0","0","0","0","0","0","3","2","1","1","0","1","1","1"
"1歳","232","11","12","5","114","2","4","6","24","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","279","5","6","13","89","1","10","13","1","0","0","1","1","0","0","0","0","1","0","0","1","1","0","1","1","1","0","1"
"3歳","275","0","1","35","76","5","5","16","1","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","2","0"
"4歳","332","0","5","48","91","7","1","12","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","361","0","1","42","78","2","0","28","1","0","1","1","0","0","0","0","0","0","0","1","2","0","0","1","0","1","1","1"
"6歳","318","0","1","47","76","5","0","14","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0"
"7歳","281","0","0","27","49","10","1","7","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","228","0","1","25","39","7","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","207","0","0","20","28","4","0","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","738","0","0","26","98","6","2","7","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"15〜19歳","236","0","0","4","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","259","0","0","6","107","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","328","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","349","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","255","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"60〜69歳","154","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","6","0"
"70〜79歳","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","2","1","2","1","0","11","2"
"80歳以上","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","32","3","2","2","0","0","27","2"
"合計","5048","23","28","301","915","49","23","118","40","1","8","6","1","0","5","1","0","1","2","4","70","8","4","7","2","3","56","7"
