"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","5","2","9","58","5","17","0","7","0","0","0","0","5","1","1","0","0","0","0","0","0","0","","","","","",""
"区南部","1","1","0","12","84","15","7","2","2","0","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","1","52","12","9","1","4","0","0","0","1","13","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","10","10","0","7","100","7","1","1","3","0","0","0","0","4","1","0","0","0","0","0","1","0","0","","","","","",""
"区西北部","15","0","0","8","46","10","4","5","5","0","0","0","0","3","0","0","0","0","0","1","3","0","0","","","","","",""
"区東北部","5","0","1","4","40","10","6","0","5","0","0","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","4","0","0","5","90","3","5","0","5","0","0","0","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","1","0","1","28","8","4","2","1","0","0","0","0","13","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","3","0","4","77","6","6","0","4","0","0","0","0","7","0","1","0","1","0","0","1","0","0","","","","","",""
"北多摩西部","0","0","0","2","29","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","1","0","0","6","18","11","8","1","2","0","0","0","0","4","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","0","6","2","3","58","8","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","38","26","6","62","680","98","68","12","38","0","0","1","1","65","3","2","0","4","0","1","5","0","0","","","","","",""
