"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","16","0","1","13","1","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","29","0","1","58","3","5","1","22","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","44","4","2","75","20","9","0","43","0","2","2","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","13","5","2","48","10","8","0","6","0","5","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"3歳","0","6","7","12","54","18","9","2","1","0","5","4","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","0","5","5","9","38","18","5","0","1","1","4","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","2","2","27","33","12","2","1","0","1","1","10","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","3","34","34","7","3","0","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","2","21","35","4","1","2","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","2","0","0","19","32","1","1","0","0","1","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","2","0","3","6","19","2","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","4","0","3","20","45","2","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","12","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","1","10","96","1","1","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"合計","10","115","35","164","592","99","45","6","75","9","21","32","9","1","0","8","2","0","20","1","0","0","0","0","0","0","0","0"
