"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","8","17","3","0","8","24","4","84","9","3","1","1","0","0","0","0","0","0","5","0","0","2","4","","","","","",""
"区南部","3","13","3","12","7","44","1","62","19","6","3","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"区西南部","14","18","3","3","6","16","5","60","7","1","2","1","1","0","0","1","0","1","2","0","0","2","2","","","","","",""
"区西部","16","17","2","0","26","30","1","92","22","1","0","0","2","1","0","1","0","0","18","0","0","1","2","","","","","",""
"区西北部","26","36","3","3","26","24","2","139","12","2","2","0","1","0","0","1","0","0","4","1","0","0","1","","","","","",""
"区東北部","16","32","6","7","19","44","3","110","8","6","3","0","0","0","0","3","0","0","2","0","0","1","1","","","","","",""
"区東部","21","24","1","5","20","24","4","132","21","4","2","2","1","0","0","1","1","0","7","0","0","0","1","","","","","",""
"西多摩","6","7","0","1","2","4","1","16","0","0","1","0","0","0","0","0","0","0","6","0","0","2","1","","","","","",""
"南多摩","13","40","2","0","23","48","2","128","30","1","5","2","0","0","0","1","0","0","0","0","0","0","5","","","","","",""
"北多摩西部","20","15","1","0","6","10","2","33","14","1","1","0","0","0","0","1","0","0","2","0","0","0","2","","","","","",""
"北多摩南部","15","21","2","1","20","22","1","114","13","6","0","1","2","0","0","1","1","0","4","0","0","1","2","","","","","",""
"北多摩北部","21","13","1","1","34","23","1","73","19","2","2","0","1","1","0","1","0","0","5","1","0","1","1","","","","","",""
"島しょ","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","179","257","27","33","200","313","27","1043","174","33","22","7","8","2","0","11","2","1","56","2","0","10","22","","","","","",""
