"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","5","6","1","0","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","30","4","2","2","43","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","75","7","7","14","163","2","3","0","24","2","0","2","1","0","0","0","0","1","0","0","2","0","0","1","0","0","1","1"
"2歳","83","4","1","18","123","3","2","2","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","113","1","3","32","110","4","2","3","4","2","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"4歳","166","2","7","67","83","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","158","0","1","57","70","9","0","2","1","0","1","0","1","0","0","0","0","1","0","0","2","1","0","0","0","0","1","0"
"6歳","161","0","1","52","58","7","1","1","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","182","0","1","41","51","11","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","2","0"
"8歳","163","0","0","27","48","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","133","0","0","17","32","6","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","486","0","0","46","107","7","1","1","0","1","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0","1","1"
"15〜19歳","119","0","0","5","30","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","129","1","0","25","183","2","0","0","0","5","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","259","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","2","0","0","1","2"
"60〜69歳","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","1","1"
"70〜79歳","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","3","0"
"80歳以上","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","2769","25","24","403","1112","58","9","12","41","10","6","5","2","0","4","0","1","9","0","0","21","2","2","4","1","0","14","5"
