"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","63","1","1474","14","0","0","16","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","1","0","0","0","0","0","4","0","0","0","1"
"〜1歳","155","6","*","10","2","0","70","2","0","0","7","1","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0"
"1歳","616","14","10119","24","9","14","169","1","4","5","29","5","0","0","1","0","0","0","0","1","0","0","5","0","0","0","2","1","1","3","2","0","0","0"
"2歳","827","4","*","12","6","19","152","2","7","3","14","4","0","0","0","0","0","0","0","0","0","0","8","1","0","0","3","1","0","4","4","0","0","1"
"3歳","940","2","*","5","6","31","128","4","0","3","0","2","0","3","0","0","0","0","0","0","0","0","5","0","0","0","2","0","0","3","2","0","0","0"
"4歳","1262","4","*","2","7","55","106","4","1","2","2","1","1","0","0","0","2","0","0","2","0","0","9","0","1","1","1","1","1","6","2","0","0","0"
"5歳","1447","4","11538","2","4","65","129","1","1","3","0","1","3","1","1","0","1","0","0","1","0","0","5","0","1","0","1","0","0","4","1","0","0","0"
"6歳","1428","3","*","0","3","78","87","5","2","2","0","1","2","0","0","0","1","0","0","1","0","0","4","0","0","0","1","0","0","3","1","0","0","0"
"7歳","1551","7","*","0","4","72","103","10","0","0","0","1","1","0","0","0","0","0","0","2","0","0","5","0","0","0","2","0","0","3","2","0","0","0"
"8歳","1344","5","*","0","2","54","78","1","0","1","0","0","1","0","0","0","3","0","0","2","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"9歳","1209","2","*","1","1","61","66","5","0","2","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","4397","15","6827","0","1","116","202","30","0","0","0","1","4","0","0","0","0","0","0","1","0","1","9","2","1","1","1","0","0","7","1","0","0","2"
"15〜19歳","1664","29","2752","0","0","5","62","1","0","1","0","1","0","0","0","0","2","0","0","0","0","0","8","0","1","0","1","0","0","6","1","0","0","0"
"20〜29歳","1253","35","2200","0","0","18","109","3","0","1","0","1","0","0","0","0","2","0","0","1","0","0","3","1","0","0","0","0","0","3","0","0","0","1"
"30〜39歳","1091","31","2203","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","3","0","0","0","0","0","1","0","0","0","3"
"40〜49歳","1107","46","2358","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","622","43","1644","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","5","2","0","0","0","0","0","5","0","0","0","2"
"60〜69歳","366","29","1141","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","6","0","0","0","0","0","8","0","0","0","6"
"70〜79歳","166","30","725","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","12","12","1","1","1","0","0","10","1","0","0","12"
"80歳以上","100","26","431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","29","2","3","1","0","0","21","1","0","0","29"
"合計","21608","336","43412","70","45","588","1477","69","15","23","52","20","12","6","3","0","25","0","0","14","0","1","125","57","7","6","16","3","2","98","18","0","0","57"
