"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","21","23","12","0","10","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","3","0","2","2","2"
"中央区","43","22","1","1","9","21","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","129","49","1","2","16","25","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","3","12","9","6","0","1","1","1"
"新宿区","98","63","1","0","29","33","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","10","12","8","2","2","2","2"
"文京","155","24","0","0","12","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","7","7","4","1","1","1","1"
"台東","81","28","0","1","18","47","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","151","70","0","0","10","22","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","2","21","8","5","1","1","1","1"
"江東区","166","87","0","1","35","69","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","221","56","0","5","12","52","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","128","34","0","2","13","11","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","454","127","1","3","42","100","2","0","0","9","0","1","0","0","0","0","0","0","0","0","0","1","12","21","13","2","1","1","1"
"世田谷","527","116","1","1","34","81","1","1","2","2","0","1","1","0","0","4","0","0","0","0","0","6","10","24","16","2","2","2","2"
"渋谷区","59","33","0","0","1","16","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","3","7","7","4","1","1","1","1"
"中野区","341","83","2","3","57","41","6","0","2","6","1","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","333","100","0","8","24","57","5","3","0","0","0","0","0","1","0","0","0","0","1","0","0","8","13","17","11","1","2","2","2"
"池袋","113","77","0","0","8","10","0","0","0","1","0","0","0","0","0","3","0","0","0","1","0","0","0","8","5","1","1","1","1"
"北区","226","89","1","3","52","58","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","286","65","0","1","17","33","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","249","128","1","0","15","60","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","6","16","10","2","1","1","1"
"練馬区","411","144","0","1","35","57","3","2","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","321","174","2","26","32","76","0","0","0","3","0","1","0","0","0","1","0","0","0","0","0","0","0","19","12","2","0","0","0"
"葛飾区","241","71","1","3","30","40","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","2","7","13","8","1","1","1","1"
"江戸川","466","130","1","2","56","87","1","1","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","692","203","0","5","40","107","3","0","0","4","0","0","1","0","0","0","0","0","0","0","0","2","3","18","11","2","1","1","1"
"町田市","364","95","0","0","29","52","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","212","99","0","0","12","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","14","8","1","1","1","1"
"南多摩","269","105","0","1","7","43","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","580","158","1","3","58","65","0","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","4","21","14","2","1","1","1"
"多摩府中","800","231","0","7","76","157","3","0","4","5","0","4","2","0","0","1","0","0","0","0","0","12","22","33","21","3","3","3","3"
"多摩小平","768","139","1","14","80","125","0","0","0","4","1","0","2","0","0","1","0","0","0","0","0","6","14","21","13","2","2","2","2"
"島しょ","4","42","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1"
"合計","8909","2865","27","93","870","1611","32","13","21","57","4","10","7","2","0","19","0","0","2","1","0","48","160","415","261","39","25","25","25"
