"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","3","13","13","1","0","9","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","1","3"
"〜1歳","14","21","28","0","0","123","0","3","5","13","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","51","55","60","14","18","267","3","4","17","19","0","0","2","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","2","0","0","0","0"
"2歳","54","28","35","9","25","244","2","0","38","7","1","0","0","2","0","0","0","0","2","0","0","1","1","0","0","0","1","0","0","1","1","1","0"
"3歳","65","30","13","9","45","179","3","1","81","3","0","1","0","1","0","0","0","0","1","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"4歳","101","28","7","5","68","200","5","1","61","3","0","1","2","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"5歳","77","27","7","4","78","172","2","1","89","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","98","34","6","4","80","153","6","0","62","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","110","50","2","1","88","137","5","1","36","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"8歳","81","48","2","1","64","123","8","0","34","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","62","49","0","1","60","98","10","0","25","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","284","182","0","3","105","271","16","2","16","0","0","1","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"15〜19歳","131","108","1","0","8","63","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"20〜29歳","91","118","0","2","32","237","0","1","6","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"30〜39歳","107","157","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","1","0","0","0","4"
"40〜49歳","119","198","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","68","163","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","1","13","0","0","0","0","0","1","0","4","2","9"
"60〜69歳","43","108","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","7","0","0","0","0","0","2","0","0","0","7"
"70〜79歳","14","73","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","20","0","0","1","0","0","1","1","2","1","18"
"80歳以上","13","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","28","0","1","0","0","0","7","0","3","0","25"
"合計","1586","1548","174","54","671","2276","61","14","470","50","2","7","6","8","1","19","1","0","11","0","1","26","81","1","1","1","1","0","22","2","11","5","70"
