"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","2","17","0","0","15","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","15","5","2","139","8","1","0","18","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","11","11","7","344","33","8","1","39","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","5","7","13","7","283","25","13","1","2","0","1","1","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","17","6","4","32","273","39","8","0","1","0","1","4","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","19","1","14","34","265","45","6","2","0","0","0","3","0","1","0","1","0","0","4","0","0","0","0","0","0","0","0","0"
"5歳","14","0","9","43","233","17","3","4","0","0","0","10","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","13","0","8","33","180","7","3","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","4","0","2","42","168","7","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","6","1","4","34","146","5","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","8","0","3","17","133","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","30","0","0","42","336","5","0","2","0","0","0","3","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0"
"15〜19歳","18","0","0","3","107","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","17","0","5","14","704","1","1","0","0","0","1","1","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0"
"40〜49歳","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"合計","225","58","78","310","3326","200","44","12","61","0","9","30","10","2","0","9","0","2","13","0","0","0","0","0","0","0","0","0"
