"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","1","0","0","",""
"中央区","8","3","1","3","0","0","0","0","0","",""
"みなと","3","3","0","4","0","0","0","0","0","",""
"新宿区","24","6","7","15","0","0","33","5","4","",""
"文京","0","0","0","0","0","0","8","9","0","",""
"台東","2","0","1","1","0","0","0","0","0","",""
"墨田区","0","4","3","1","0","0","3","4","1","",""
"江東区","20","12","5","20","0","0","0","0","0","",""
"品川区","0","0","0","1","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","0","1","0","0","0","0","4","0","0","",""
"世田谷","0","0","0","0","0","0","9","0","0","",""
"渋谷区","6","2","0","0","0","0","2","0","0","",""
"中野区","4","0","0","0","0","0","0","0","0","",""
"杉並","0","0","0","0","0","0","0","0","0","",""
"池袋","18","7","10","7","0","0","8","5","0","",""
"北区","0","0","0","1","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","1","2","1","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","7","3","3","4","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","4","0","0","",""
"江戸川","0","0","0","0","0","0","0","0","0","",""
"八王子","0","0","0","0","0","0","12","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","3","0","1","17","0","0","0","0","0","",""
"多摩府中","1","0","0","3","0","0","0","0","0","",""
"多摩小平","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","98","42","33","78","0","0","85","23","5","",""
