"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","19","0"
"1〜4歳","0","0","0","0","0","0","7","30","0"
"5〜9歳","0","0","0","0","0","0","2","8","0"
"10〜14歳","1","1","0","0","0","0","1","0","0"
"15〜19歳","9","1","0","5","2","1","3","0","1"
"20〜24歳","38","14","10","11","3","1","4","0","0"
"25〜29歳","51","19","13","13","1","0","1","2","0"
"30〜34歳","24","16","11","16","0","0","2","0","0"
"35〜39歳","24","10","5","17","0","0","3","0","0"
"40〜44歳","10","16","7","7","1","0","4","1","0"
"45〜49歳","5","2","3","10","0","0","3","1","0"
"50〜54歳","4","6","1","3","0","1","3","1","1"
"55〜59歳","6","4","3","3","1","0","6","2","0"
"60〜64歳","2","3","1","2","0","0","11","0","0"
"65〜69歳","0","2","0","0","0","0","17","1","1"
"70歳以上","0","3","0","0","0","0","71","8","5"
"合計","174","97","54","87","8","3","145","73","8"
