"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","30","5","4","20","0","0","9","2","0","",""
"区南部","1","1","0","4","0","0","2","0","0","",""
"区西南部","12","2","1","2","0","0","6","0","0","",""
"区西部","29","20","38","24","0","4","48","2","1","",""
"区西北部","12","6","13","7","0","0","2","2","0","",""
"区東北部","6","2","1","2","0","0","3","3","0","",""
"区東部","21","9","11","12","0","2","1","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","3","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","5","0","0","1","0","0","3","0","0","",""
"北多摩北部","0","0","0","0","0","0","4","3","0","",""
"島しょ","0","0","0","0","0","0","1","1","0","",""
"合計","116","45","68","72","0","6","82","15","1","",""
