"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","0","4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"中央区","6","0","0","3","5","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"みなと","20","2","1","5","20","3","0","3","3","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","9","0","1","3","21","4","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","19","0","0","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","13","1","0","9","21","0","2","1","3","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","16","0","3","13","8","1","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"江東区","45","0","0","14","71","8","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","24","0","1","3","46","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","17","0","0","0","9","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"大田区","72","1","2","21","79","2","0","6","6","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","52","3","1","27","68","6","1","6","5","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","5","0","0","3","5","2","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","16","0","1","5","18","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","32","1","0","6","53","3","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","12","0","0","4","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","22","0","0","3","11","4","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","24","2","0","9","31","3","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","20","0","0","3","26","2","0","3","1","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","55","0","0","15","55","5","0","4","6","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","83","0","0","13","63","4","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","75","0","0","5","42","3","0","0","1","0","0","3","0","0","0","1","0","0","1","0","0","","","","","",""
"江戸川","24","1","1","25","63","6","0","2","6","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","148","0","0","42","111","4","2","8","9","1","0","7","1","0","0","2","0","0","0","0","0","","","","","",""
"町田市","48","0","0","26","36","7","0","0","2","0","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","39","0","0","2","27","6","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","13","0","0","12","47","7","1","1","5","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","71","0","1","3","55","7","0","3","7","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","53","1","3","26","94","18","1","8","6","0","0","5","2","0","0","1","0","0","0","0","0","","","","","",""
"多摩小平","56","1","4","53","98","5","1","10","6","0","0","8","0","1","0","1","0","0","3","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1090","13","19","358","1192","125","8","71","93","2","0","45","10","2","0","11","0","0","4","0","0","","","","","",""
