"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","5","0"
"1〜4歳","0","0","0","0","0","0","6","11","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","1","2","0"
"15〜19歳","10","1","0","2","0","0","2","1","0"
"20〜24歳","52","7","7","13","2","1","0","0","0"
"25〜29歳","37","15","12","26","3","0","3","0","0"
"30〜34歳","34","7","7","14","0","1","3","1","0"
"35〜39歳","17","15","6","6","0","1","1","1","0"
"40〜44歳","12","10","6","3","2","2","2","0","0"
"45〜49歳","9","8","3","3","3","0","3","0","0"
"50〜54歳","1","3","1","3","2","0","4","1","0"
"55〜59歳","4","1","1","1","2","0","9","2","0"
"60〜64歳","0","3","1","1","0","0","8","3","0"
"65〜69歳","0","2","0","0","0","0","11","4","0"
"70歳以上","0","1","0","0","0","0","72","12","2"
"合計","176","73","44","72","14","5","134","44","2"
