"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","2","0","2","2","1","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","3","2","16","12","1","1","4","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","3","0","9","5","4","0","2","0","1","1","0","0","0","3","0","1","0","0","","","","","",""
"文京","0","0","0","0","1","3","0","0","0","0","3","0","0","0","0","1","0","0","0","0","","","","","",""
"台東","0","0","0","2","5","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","6","10","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"江東区","1","0","0","11","26","5","0","2","1","1","4","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","1","0","0","7","22","3","0","3","2","0","8","0","2","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","0","1","16","28","4","2","1","3","1","4","0","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","1","0","2","8","36","6","0","0","2","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","2","12","4","1","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","1","6","26","5","4","0","2","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","2","5","4","19","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","1","3","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","2","4","10","1","0","0","4","0","3","0","2","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","0","1","4","6","4","3","2","0","0","8","4","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","3","11","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"練馬区","0","0","0","3","12","3","0","0","3","0","1","4","0","0","0","1","0","0","0","0","","","","","",""
"足立","0","0","0","6","17","7","0","0","3","1","3","2","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","6","12","4","0","0","4","0","3","0","2","0","0","0","0","0","1","0","","","","","",""
"江戸川","0","0","1","18","19","15","9","1","4","0","11","0","0","0","0","1","0","0","0","0","","","","","",""
"八王子市","0","0","0","14","34","18","5","4","6","1","5","2","0","0","0","0","0","0","0","0","","","","","",""
"町田市","5","0","1","27","32","5","1","2","5","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","5","8","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","9","9","2","1","5","2","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","2","17","2","2","0","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"多摩府中","0","0","3","8","14","8","2","0","7","1","1","3","1","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","0","8","14","31","4","4","2","1","0","4","0","1","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","11","2","33","190","450","142","46","27","61","5","73","24","12","0","1","9","0","1","1","0","","","","","",""
