"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","","","","","",""
"中央区","0","0","0","0","7","0","4","1","2","0","1","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"みなと","0","7","2","4","10","0","8","0","0","1","1","2","0","0","0","0","0","0","3","0","0","0","","","","","",""
"新宿区","0","6","0","2","13","0","5","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"文京","0","0","1","5","2","0","3","2","3","0","2","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","0","1","3","2","21","0","7","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","3","1","5","2","1","6","0","1","0","1","1","1","0","0","0","0","0","2","0","0","0","","","","","",""
"江東区","0","5","1","7","36","9","12","0","4","0","1","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","3","0","5","14","0","6","0","4","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","1","1","6","6","1","3","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","17","2","13","22","1","25","2","6","0","3","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","2","10","2","14","16","1","16","3","2","0","4","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","1","0","1","3","0","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中野区","0","1","0","2","8","0","7","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","2","20","0","6","1","6","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","0","2","0","2","5","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","","","","","",""
"北区","0","0","0","0","13","0","5","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","0","17","2","3","5","1","13","0","0","0","2","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"板橋区","0","1","0","2","5","2","8","0","1","0","2","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","1","6","1","7","13","3","12","0","1","0","2","8","0","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","1","0","6","35","1","25","4","6","0","2","5","0","0","0","3","0","0","0","0","0","0","","","","","",""
"葛飾区","0","1","1","4","30","0","6","3","1","0","1","0","0","0","0","3","0","0","3","0","0","0","","","","","",""
"江戸川","0","1","0","9","20","2","10","2","5","0","5","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","18","1","12","31","2","13","1","3","0","2","6","3","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","2","0","4","21","2","15","1","1","0","1","1","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","2","0","2","16","0","3","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","1","5","2","5","10","3","11","2","1","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","3","0","17","11","6","8","8","3","0","1","0","2","0","0","1","0","0","1","0","0","0","","","","","",""
"多摩府中","1","7","8","15","15","1","24","2","6","0","2","1","2","0","0","0","0","0","3","0","0","0","","","","","",""
"多摩小平","8","14","6","26","33","2","15","1","5","2","8","12","2","1","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","14","136","34","182","443","38","283","42","70","3","47","63","19","2","0","18","0","0","18","0","0","0","","","","","",""
