"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","22","15","0","0","10","7","0","0","3","0","1","0","1","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0"
"〜1歳","90","20","4","4","134","8","1","0","51","1","0","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","349","35","10","8","365","63","2","3","63","0","1","4","3","2","0","1","0","0","0","0","3","0","0","2","0","0","1","2"
"2歳","427","7","6","29","273","77","4","6","9","0","1","3","3","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"3歳","644","7","8","52","214","69","2","3","0","0","0","2","0","1","0","0","0","0","3","0","1","0","0","1","0","1","0","1"
"4歳","1058","2","5","83","219","55","2","10","0","0","0","9","2","0","0","0","0","0","0","0","4","0","0","2","0","0","2","2"
"5歳","1306","0","8","94","187","43","0","7","0","1","0","6","3","1","0","0","0","0","3","0","4","1","0","1","0","2","2","2"
"6歳","1197","0","1","85","163","20","2","6","0","0","0","6","1","0","0","0","0","1","2","0","6","0","0","2","0","0","4","2"
"7歳","1118","0","1","76","129","10","0","5","0","0","0","4","1","0","0","0","0","0","1","0","2","0","0","0","0","0","2","0"
"8歳","996","1","4","65","109","9","0","2","0","0","0","3","1","0","0","0","0","0","3","0","6","1","0","1","1","2","4","2"
"9歳","887","0","2","28","107","2","0","2","0","0","0","3","0","0","0","0","0","1","0","0","2","0","0","1","0","1","1","1"
"10〜14歳","2632","0","3","52","262","6","0","5","0","2","1","5","0","0","0","0","0","0","4","0","4","1","1","0","0","0","3","0"
"15〜19歳","439","0","0","4","49","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","3","0"
"20〜29歳","389","0","2","32","322","6","1","2","0","4","2","5","1","0","0","5","0","1","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","660","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","2","1","0","0","0","2","0"
"70〜79歳","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","0","0","0","0","0","2","0"
"80歳以上","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","0","1","0","0","4","1"
"合計","13473","87","54","612","2543","377","14","51","126","8","6","50","19","7","0","22","2","3","19","0","55","6","2","11","1","6","38","13"
