"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","6","0"
"1〜4歳","0","0","0","0","0","0","1","13","0"
"5〜9歳","0","0","0","0","0","0","1","4","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","22","3","2","2","3","0","0","0","0"
"20〜24歳","38","6","9","5","14","0","1","0","0"
"25〜29歳","27","12","3","10","8","0","1","2","0"
"30〜34歳","13","13","0","0","7","0","0","1","0"
"35〜39歳","2","8","1","0","5","0","1","0","0"
"40〜44歳","4","5","0","0","1","0","0","0","0"
"45〜49歳","0","2","0","0","3","0","1","0","0"
"50〜54歳","0","1","0","1","5","0","2","1","0"
"55〜59歳","0","2","0","0","2","0","1","0","0"
"60〜64歳","0","0","0","0","0","0","2","1","0"
"65〜69歳","0","0","0","0","0","0","5","1","0"
"70歳以上","0","1","0","0","1","0","11","1","1"
"合計","106","53","15","18","49","0","31","30","1"
