"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","3","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","4","3","0","2","2","0"
"中央区","0","7","1","4","28","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","1","8","9","15","49","1","2","2","7","0","1","2","0","1","0","0","0","0","1","3","0","0","9","6","0","1","1","0"
"新宿区","0","44","1","5","38","2","0","4","4","2","0","0","0","0","0","2","0","0","6","0","0","0","12","8","2","2","2","0"
"文京","1","2","7","3","12","3","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","0","0","1","5","66","7","1","2","3","0","0","3","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","3","5","3","15","27","8","2","1","2","0","0","3","0","0","0","0","0","0","2","0","0","1","8","5","1","1","1","0"
"江東区","1","4","4","41","116","4","2","0","7","0","1","9","0","1","0","2","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","2","13","1","12","56","3","0","2","3","3","0","5","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","2","5","0","16","60","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","2","15","8","35","145","9","7","3","8","1","1","4","3","1","0","0","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","8","8","2","72","141","6","3","6","9","0","1","5","4","0","0","2","0","1","3","0","0","0","25","16","2","2","2","0"
"渋谷区","1","1","0","0","22","0","0","0","2","0","0","1","0","0","0","2","0","0","3","0","1","0","7","4","1","1","1","0"
"中野区","1","5","0","6","70","0","1","3","3","0","2","4","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","2","7","8","8","50","3","0","1","6","0","0","1","1","0","0","1","0","0","0","0","0","0","15","10","1","2","2","0"
"池袋","0","9","0","1","12","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","7","4","1","1","1","0"
"北区","3","0","2","7","62","1","0","2","3","0","0","7","0","0","0","1","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","2","15","9","14","23","1","3","1","6","0","0","3","0","0","0","2","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","0","3","0","7","38","5","0","1","6","0","0","1","0","0","0","0","0","0","1","0","0","0","16","10","2","1","1","0"
"練馬区","0","9","1","33","91","4","2","0","10","0","0","9","1","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","0","22","1","19","107","10","1","10","5","0","1","7","0","0","0","10","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","1","8","3","14","63","4","1","3","2","0","0","0","0","0","0","0","0","0","3","0","0","0","13","8","1","1","1","0"
"江戸川","18","7","1","23","92","8","4","4","13","0","0","16","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","3","37","3","28","113","10","7","3","8","1","1","12","1","0","0","1","0","0","5","0","0","0","18","11","2","1","1","0"
"町田市","3","5","1","40","79","6","4","4","3","0","1","0","4","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","2","3","1","17","15","4","2","4","2","0","0","12","0","0","0","0","0","0","4","0","0","0","14","8","1","1","1","0"
"南多摩","3","9","1","9","51","10","3","6","5","0","0","3","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","21","2","63","46","12","5","9","3","0","0","5","0","0","0","0","0","0","2","0","0","0","21","14","2","1","1","0"
"多摩府中","1","10","9","35","107","12","3","6","5","1","0","11","4","0","0","1","0","0","0","0","0","0","29","18","3","3","3","0"
"多摩小平","0","25","9","107","86","8","4","12","15","0","1","16","1","0","0","2","0","0","2","0","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","61","310","89","655","1871","142","57","89","143","8","10","141","19","3","0","30","0","1","40","3","1","1","411","259","39","25","25","0"
