"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","10","1","1","0","2","1","1","0","1","0","0","0","0","0","0","0"
"〜1歳","0","1","3","2","56","7","7","1","44","0","16","0","3","0","0","1","0","0","0","0"
"1歳","1","3","14","5","72","12","34","3","45","0","40","8","11","0","0","0","0","0","1","0"
"2歳","1","1","6","11","63","25","35","5","12","0","38","13","5","0","0","0","0","0","0","0"
"3歳","2","0","17","12","34","30","27","8","0","0","24","12","3","0","0","0","0","0","3","0"
"4歳","6","0","7","27","43","29","32","11","0","0","23","25","2","0","0","2","0","0","1","0"
"5歳","2","0","6","26","42","16","12","8","0","0","20","29","3","0","0","0","0","0","2","0"
"6歳","5","0","5","18","34","8","5","8","0","1","12","17","1","0","0","2","0","0","0","0"
"7歳","3","0","1","15","20","5","7","5","0","0","4","14","0","0","0","0","0","0","0","0"
"8歳","1","0","0","12","15","3","1","5","0","0","2","6","0","0","0","1","0","0","0","0"
"9歳","5","0","0","4","18","3","2","2","0","0","0","5","1","0","0","1","0","1","0","0"
"10〜14歳","11","0","1","24","39","2","3","5","0","2","0","5","0","0","0","0","0","0","1","0"
"15〜19歳","19","0","0","0","11","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","4","0","0","7","51","0","1","1","0","4","2","5","0","0","1","2","0","0","0","0"
"30〜39歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","72","5","60","163","508","141","167","62","103","10","182","139","30","0","1","21","0","1","8","1"
