"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","15","1","1","18","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","5","16","4","1","99","3","19","6","41","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","13","37","19","8","284","7","114","9","61","9","0","6","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","8","6","10","17","275","3","91","30","24","6","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","7","5","14","69","194","6","48","44","7","3","3","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","21","3","19","88","234","8","27","64","3","6","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","20","0","13","94","192","9","23","68","2","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","18","1","5","111","158","12","14","54","0","2","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","19","0","1","87","101","12","9","42","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","26","2","7","78","97","12","7","31","0","0","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","13","0","2","45","71","6","3","15","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","39","0","3","71","137","11","9","18","0","1","2","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","3","0","0","4","30","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","6","0","1","39","168","0","8","5","0","0","0","1","0","0","2","0","0","1","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","22","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"合計","251","85","99","713","2058","89","374","387","140","36","20","17","6","0","12","0","0","13","1","1","1","0","0","0","0","0","1","0"
