"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","10","59","4","3","17","38","1","58","16","2","6","0","0","0","0","0","0","1","0","0","0","1","11","","","","","",""
"区南部","11","51","2","7","13","55","1","112","21","6","22","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","8","90","0","1","21","43","9","120","15","0","8","0","0","0","0","1","0","1","3","0","0","0","17","","","","","",""
"区西部","14","69","4","2","20","39","1","104","10","3","4","0","0","0","0","1","0","0","10","0","0","0","7","","","","","",""
"区西北部","16","101","2","2","27","48","4","187","21","6","19","3","3","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区東北部","8","104","9","1","38","47","1","98","6","6","10","1","0","0","0","0","0","1","1","0","0","0","5","","","","","",""
"区東部","16","109","4","0","16","52","2","136","2","3","13","0","2","0","0","3","0","0","0","0","0","1","3","","","","","",""
"西多摩","0","36","1","0","1","6","0","11","2","2","0","0","0","0","0","1","0","0","3","0","0","0","2","","","","","",""
"南多摩","3","88","2","1","32","66","0","179","10","3","15","2","1","0","0","1","0","0","0","0","0","0","10","","","","","",""
"北多摩西部","5","35","5","0","11","24","0","84","2","3","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","8","69","3","3","26","21","2","118","13","2","4","0","1","0","0","0","1","0","5","0","0","0","6","","","","","",""
"北多摩北部","6","62","0","3","29","45","0","114","3","7","5","1","0","0","0","1","1","0","2","0","0","0","8","","","","","",""
"島しょ","0","9","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","105","882","36","23","251","484","21","1324","121","43","110","7","8","0","0","8","2","3","24","0","0","2","70","","","","","",""
