"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","4","1"
"1〜4歳","0","0","0","0","0","0","5","16","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","0","1","0"
"15〜19歳","5","0","0","1","0","0","0","0","1"
"20〜24歳","14","4","3","12","0","0","0","0","0"
"25〜29歳","19","4","9","11","0","1","0","0","0"
"30〜34歳","24","9","12","9","0","1","3","2","0"
"35〜39歳","13","7","7","10","0","1","1","0","0"
"40〜44歳","15","4","5","8","0","1","0","1","0"
"45〜49歳","7","6","3","3","0","1","4","0","0"
"50〜54歳","3","3","5","2","0","0","2","0","0"
"55〜59歳","5","2","0","1","0","1","4","0","0"
"60〜64歳","2","2","1","0","1","0","2","1","0"
"65〜69歳","1","0","2","0","0","1","6","1","0"
"70歳以上","0","0","0","1","0","0","39","5","0"
"合計","108","41","47","58","1","7","72","31","2"
