"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","6","9","27","3","19","5","3","0","0","51","0","2","0","0","0","4","0","0","0","0","1","","","","","",""
"区南部","0","0","11","6","35","5","17","3","7","0","0","46","1","5","0","0","0","2","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","9","14","9","32","8","3","0","0","34","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","2","14","14","41","5","10","4","4","0","0","33","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","6","11","15","1","10","1","4","0","0","28","0","8","1","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","0","0","3","4","23","2","18","3","3","0","0","34","0","4","1","0","0","0","0","0","1","1","0","","","","","",""
"区東部","0","0","3","12","35","4","23","3","6","0","0","76","0","3","2","0","0","1","0","3","0","0","2","","","","","",""
"西多摩","0","0","0","3","9","1","2","4","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","1","2","33","38","13","30","11","10","0","0","80","1","5","7","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","3","12","4","2","0","0","0","0","6","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","2","15","5","26","0","10","0","0","10","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","2","3","22","3","13","0","2","0","0","35","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","3","48","109","289","55","202","42","52","0","0","442","3","37","12","1","0","9","0","3","1","1","3","","","","","",""
