"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","2","0"
"1〜4歳","0","0","0","0","0","0","4","2","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","16","1","2","1","2","0","0","0","0"
"20〜24歳","31","10","5","11","4","0","0","0","0"
"25〜29歳","37","18","6","8","5","0","0","0","0"
"30〜34歳","14","12","1","4","6","0","4","0","0"
"35〜39歳","10","7","1","0","3","0","1","1","0"
"40〜44歳","5","3","1","0","3","2","1","0","0"
"45〜49歳","1","2","0","0","0","0","1","0","1"
"50〜54歳","1","0","0","0","2","0","2","0","0"
"55〜59歳","0","0","0","0","0","0","4","1","0"
"60〜64歳","0","0","0","0","4","0","3","0","0"
"65〜69歳","0","1","0","0","0","0","7","0","0"
"70歳以上","0","0","0","0","0","0","13","2","0"
"合計","115","54","16","24","29","2","43","8","1"
