"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","2","1","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","1","0","0","0","0","0","2","2","0"
"15〜19歳","7","0","1","6","0","0","0","0","0"
"20〜24歳","32","5","13","13","3","0","0","0","0"
"25〜29歳","15","4","12","3","0","0","0","0","0"
"30〜34歳","6","4","5","6","2","0","0","0","0"
"35〜39歳","2","6","4","0","1","0","0","0","0"
"40〜44歳","6","2","0","0","1","0","1","0","0"
"45〜49歳","5","2","1","3","0","0","0","0","0"
"50〜54歳","2","1","0","1","0","0","2","0","0"
"55〜59歳","1","0","0","0","0","0","0","0","0"
"60〜64歳","1","1","0","1","1","0","0","0","0"
"65〜69歳","0","0","0","0","1","0","0","0","0"
"70歳以上","0","1","0","0","0","0","16","0","0"
"合計","78","26","36","33","9","0","26","5","0"
