"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","6","4","0","1","30","5","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","32","11","2","2","209","20","3","4","79","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","96","5","14","25","429","40","6","11","96","0","1","6","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","122","0","9","32","260","48","0","11","9","0","1","4","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"3歳","152","4","5","76","242","46","2","10","3","0","0","9","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"4歳","189","0","5","76","175","23","1","20","0","0","0","18","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","163","0","1","85","144","21","1","28","0","0","0","9","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","254","0","2","77","113","6","1","14","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","248","0","1","78","99","5","3","12","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","157","0","0","48","75","7","0","11","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","71","0","0","30","52","1","0","12","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","217","0","1","49","157","5","0","9","1","1","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","63","0","0","6","30","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","125","0","0","26","187","1","0","5","0","4","0","2","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","105","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2098","24","40","611","2202","228","17","147","193","5","4","77","17","3","1","16","0","0","8","0","0","0","0","0","0","0","0","0"
