"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","11","10","677","2","2","23","53","8","2","4","2","0","0","2","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"区南部","7","3","406","2","6","22","79","9","0","4","5","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","15","11","678","1","1","49","64","3","1","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西部","10","7","769","1","0","53","57","11","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"区西北部","18","19","1119","4","18","46","99","14","2","11","8","0","1","1","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"区東北部","9","12","843","2","6","14","82","9","3","30","7","0","0","0","1","0","1","0","0","0","0","0","0","6","","","","","","",""
"区東部","9","9","810","0","5","42","67","11","0","3","5","1","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","",""
"西多摩","0","5","171","0","0","3","11","2","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","10","5","1756","0","2","58","157","17","2","19","5","1","3","0","2","1","2","0","0","0","0","0","0","2","","","","","","",""
"北多摩西部","3","1","264","0","0","23","27","11","0","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","9","9","764","1","1","38","69","8","0","12","2","0","0","0","0","0","1","0","0","1","0","0","1","2","","","","","","",""
"北多摩北部","5","5","537","1","3","51","56","8","0","8","3","0","1","0","0","0","0","0","0","0","0","1","0","4","","","","","","",""
"島しょ","0","0","7","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","106","96","8801","14","44","422","823","111","11","104","44","2","9","3","5","1","7","0","0","1","0","2","1","18","","","","","","",""
