"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","3","0"
"1〜4歳","0","0","0","0","0","0","6","18","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","0","1","1","0","0","0","0","1","0"
"20〜24歳","21","2","12","9","0","1","1","0","0"
"25〜29歳","34","4","10","14","0","0","0","0","0"
"30〜34歳","19","7","14","11","0","0","0","0","0"
"35〜39歳","25","6","8","15","0","1","3","0","0"
"40〜44歳","4","6","6","6","0","0","2","1","0"
"45〜49歳","7","4","1","4","0","0","0","0","0"
"50〜54歳","4","6","0","4","1","1","0","0","0"
"55〜59歳","4","4","0","2","0","1","8","0","0"
"60〜64歳","2","2","0","0","0","0","6","0","0"
"65〜69歳","0","1","0","0","0","0","8","1","0"
"70歳以上","0","1","0","0","0","0","37","6","0"
"合計","120","44","52","65","1","4","82","31","0"
