"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","16","0","0"
"1〜4歳","0","0","0","0","0","0","9","1","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","9","2","0","4","0","0","2","0","0"
"20〜24歳","42","12","17","24","3","1","1","0","1"
"25〜29歳","68","14","20","36","1","5","0","0","0"
"30〜34歳","39","21","27","29","3","0","1","0","0"
"35〜39歳","34","15","19","27","2","4","1","0","0"
"40〜44歳","33","17","29","19","1","4","0","0","0"
"45〜49歳","16","18","18","9","0","2","0","0","0"
"50〜54歳","6","4","10","6","1","1","2","0","0"
"55〜59歳","3","5","4","1","0","1","1","1","0"
"60〜64歳","3","3","2","0","0","0","1","1","0"
"65〜69歳","0","4","0","1","0","0","2","0","0"
"70歳以上","0","0","2","0","0","0","31","2","2"
"合計","253","115","148","156","11","18","71","5","3"
