"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","16","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","86","5","1","0","14","0","2","0","6","0","0","2","0","1","0","0","0","0","0","0","","","","","",""
"新宿区","71","0","0","1","5","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"文京","48","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","46","0","0","2","6","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","45","0","1","1","3","0","4","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","113","0","0","3","6","2","0","1","3","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"品川区","84","0","0","1","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","18","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","164","1","1","0","23","1","1","0","5","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","215","0","0","2","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","40","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"中野区","68","0","0","0","11","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","133","0","0","0","14","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","80","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","80","0","0","0","1","0","2","0","3","0","1","1","0","0","0","1","0","0","0","0","","","","","",""
"荒川区","39","0","0","1","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","71","0","0","0","3","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","145","0","0","0","1","0","2","1","1","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"足立","178","0","0","0","6","0","2","0","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","123","0","0","1","1","3","3","4","2","1","0","5","0","0","0","0","0","0","1","0","","","","","",""
"江戸川","185","0","0","5","12","0","2","1","2","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","223","0","0","16","10","3","1","0","6","0","1","3","2","0","0","1","0","0","0","0","","","","","",""
"町田市","282","0","0","6","10","8","0","2","3","0","4","10","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","98","0","0","1","3","1","2","0","1","0","0","8","0","1","0","0","0","0","0","0","","","","","",""
"南多摩","168","0","0","3","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","149","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","261","0","0","0","2","1","1","0","1","0","0","6","0","0","0","3","1","0","1","1","","","","","",""
"多摩小平","278","0","1","5","5","1","4","0","1","0","0","6","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3517","6","5","49","161","30","37","10","47","1","17","52","4","2","0","7","1","0","2","1","","","","","",""
