"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","1","0","15","0","0","0","6","1","1","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","8","2","1","5","2","17","0","3","0","5","0","0","0","0","0","0","0","1","0","0","","","","","",""
"新宿区","0","4","0","3","2","6","16","1","1","0","11","0","0","0","0","0","0","0","1","0","0","","","","","",""
"文京","0","0","0","0","2","1","15","1","2","0","10","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","2","0","0","0","11","0","9","2","0","0","12","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","2","1","0","1","0","9","2","0","0","21","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","2","0","4","17","2","28","0","5","0","30","2","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","1","2","1","12","0","30","1","4","0","14","1","0","0","0","1","0","0","0","0","0","","","","","",""
"目黒区","0","0","1","1","1","0","1","1","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","2","0","3","14","3","41","2","2","0","13","1","2","0","0","1","0","0","0","0","0","","","","","",""
"世田谷","0","4","1","5","10","6","54","4","6","0","54","0","1","0","0","0","0","1","0","0","0","","","","","",""
"渋谷区","0","0","0","0","2","0","10","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","0","5","6","1","36","0","1","0","21","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","1","4","7","2","20","0","1","0","6","3","0","0","0","3","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","8","0","6","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","0","2","1","7","0","1","0","7","1","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","2","0","4","4","2","10","1","0","1","12","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","5","1","4","1","3","0","2","3","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","3","3","9","2","30","4","3","1","38","4","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","0","9","19","4","18","1","3","0","39","0","0","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","0","3","2","7","2","0","0","26","2","2","0","0","0","0","0","4","0","0","","","","","",""
"江戸川","0","1","11","3","29","0","38","1","3","0","50","0","0","0","0","1","0","0","0","0","0","","","","","",""
"八王子市","0","1","1","3","29","3","76","3","10","0","11","5","5","0","0","1","0","0","0","0","0","","","","","",""
"町田市","1","0","2","3","15","3","29","4","3","1","44","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","0","4","2","31","3","2","0","15","0","1","0","0","1","0","0","0","0","0","","","","","",""
"南多摩","0","0","3","1","6","2","57","4","4","0","25","4","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","1","4","1","43","2","3","0","9","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","1","6","4","8","2","103","6","7","1","30","1","6","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","1","2","7","23","0","111","1","11","0","86","4","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","29","37","65","259","48","886","47","80","4","612","34","21","0","0","10","0","1","6","0","0","","","","","",""
