"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","5","24","1","0","14","0","2","0","2","1","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"〜1歳","0","25","45","10","3","93","4","49","0","15","8","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","0","21","99","48","31","132","4","172","5","49","23","1","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"2歳","0","9","33","21","48","92","3","84","4","10","17","0","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","1","9","26","19","94","110","2","50","13","7","12","0","3","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","1","4","9","11","116","69","2","34","12","3","8","0","5","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","1","4","3","9","98","108","2","28","14","0","5","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","3","2","0","6","123","107","2","9","9","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","8","2","5","95","84","3","9","9","0","1","5","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","12","0","4","86","86","7","3","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","5","0","0","73","63","8","5","9","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","7","84","0","5","125","169","17","5","4","0","5","3","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","9","120","0","0","16","24","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"20〜29歳","4","203","1","5","84","107","0","5","1","0","0","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"30〜39歳","6","138","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","2","0","0","0","6","0","0","0","0","0","0","0","0","0","6"
"40〜49歳","4","200","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"50〜59歳","9","214","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","1","1","8"
"60〜69歳","1","146","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","1","6"
"70〜79歳","3","111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","1","0","0","0","0","0","0","1","0","16"
"80歳以上","1","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","48","0","0","0","0","0","0","0","4","1","43"
"合計","51","1414","242","144","992","1258","54","457","85","86","86","18","21","7","0","20","1","0","6","0","0","1","105","1","0","0","0","0","0","0","7","3","96"
