"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","8","11","844","2","1","26","72","2","0","8","2","0","1","0","0","0","0","0","1","0","0","0","0","3","","","","","","",""
"区南部","9","4","542","2","10","28","82","5","2","7","5","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"区西南部","12","15","783","3","4","39","56","4","1","3","2","0","0","1","0","1","1","0","0","0","0","0","0","2","","","","","","",""
"区西部","7","10","945","6","6","38","62","9","2","1","3","0","1","1","2","0","1","0","0","2","0","1","0","5","","","","","","",""
"区西北部","17","16","1272","4","4","65","93","24","2","7","5","1","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"区東北部","9","19","928","4","3","16","74","6","1","22","6","0","0","0","4","0","1","0","0","0","0","0","1","1","","","","","","",""
"区東部","13","11","986","3","4","58","95","6","1","4","5","0","3","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"西多摩","3","1","112","0","0","1","12","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"南多摩","7","10","1965","6","1","51","153","21","2","23","4","0","4","2","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"北多摩西部","9","5","499","3","0","25","25","8","1","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","14","9","1061","2","1","36","90","8","1","14","6","2","2","0","0","0","1","0","0","0","0","1","1","2","","","","","","",""
"北多摩北部","11","6","676","1","4","47","72","17","0","10","3","0","0","0","0","0","1","1","0","0","0","0","0","3","","","","","","",""
"島しょ","1","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","120","118","10621","36","38","430","886","110","13","103","42","3","16","4","6","1","11","1","1","2","0","2","2","16","","","","","","",""
